Ref,Val,Package,PosX,PosY,Rot,Side
"U1","LM1117-ADJ","SOT-223-3_TabPin2",96.219000,22.279200,90.000000,bottom
"U2","AMS1117-3.3","SOT-223-3_TabPin2",41.255000,50.963800,90.000000,bottom
